Hora,Nombre completo del usuario,Usuario afectado,Contexto del evento,Nombre evento,Descripción,Dirección IP
"28/03/23, 02:32:36",Staryu,-,Cuestionario: Repaso clase 2 - Turno tarde,Módulo de curso visto,The user with id 120 viewed the quiz activity with course module id 37314.,191.84.253.54
"28/03/23, 02:32:31",Staryu,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 120 viewed the course with id 1159.,191.84.253.54
"28/03/23, 02:32:28",Staryu,-,Página: Material de las clases,Módulo de curso visto,The user with id 120 viewed the page activity with course module id 37545.,191.84.253.54
"28/03/23, 02:31:39",Staryu,-,Página: Material de las clases,Módulo de curso visto,The user with id 120 viewed the page activity with course module id 37545.,191.84.253.54
"28/03/23, 02:27:09",Staryu,-,Página: Material de las clases,Módulo de curso visto,The user with id 120 viewed the page activity with course module id 37545.,191.84.253.54
"28/03/23, 00:16:06",Exeggutor,-,Página: Material de las clases,Módulo de curso visto,The user with id 103 viewed the page activity with course module id 37545.,181.1.214.201
"28/03/23, 00:15:34",Exeggutor,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 103 viewed the course with id 1159.,181.1.214.201
"28/03/23, 00:15:11",Geodude,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 74 viewed the course with id 1159.,201.220.20.189
"28/03/23, 00:13:52",Geodude,-,Tarea: Entrega 1,Se ha visualizado el estado de la entrega.,The user with id 74 has viewed the submission status page for the assignment with course module id 37038.,201.220.20.189
"28/03/23, 00:13:52",Geodude,-,Tarea: Entrega 1,Módulo de curso visto,The user with id 74 viewed the assign activity with course module id 37038.,201.220.20.189
"28/03/23, 00:13:49",Geodude,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 74 viewed the course with id 1159.,201.220.20.189
"28/03/23, 00:13:29",Geodude,-,Tarea: Entrega 1,Se ha visualizado el estado de la entrega.,The user with id 74 has viewed the submission status page for the assignment with course module id 37038.,201.220.20.189
"28/03/23, 00:13:28",Geodude,-,Tarea: Entrega 1,Módulo de curso visto,The user with id 74 viewed the assign activity with course module id 37038.,201.220.20.189
"28/03/23, 00:13:26",Geodude,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 74 viewed the course with id 1159.,201.220.20.189
"27/03/23, 23:57:15",Vileplume,-,Página: Material de las clases,Módulo de curso visto,The user with id 45 viewed the page activity with course module id 37545.,181.23.129.121
"27/03/23, 23:55:34",Arcanine,-,Página: Material de las clases,Módulo de curso visto,The user with id 59 viewed the page activity with course module id 37545.,181169235142
"27/03/23, 23:55:27",Arcanine,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 59 viewed the course with id 1159.,181169235142
"27/03/23, 23:34:41",Machoke,-,Página: Material de las clases,Módulo de curso visto,The user with id 67 viewed the page activity with course module id 37545.,201231167188
"27/03/23, 23:34:22",Machoke,-,Cuestionario: Repaso clase 2 - Turno tarde,Módulo de curso visto,The user with id 67 viewed the quiz activity with course module id 37314.,201231167188
"27/03/23, 23:34:20",Machoke,-,Tarea: Entrega 1,Se ha visualizado el estado de la entrega.,The user with id 67 has viewed the submission status page for the assignment with course module id 37038.,201231167188
"27/03/23, 23:34:19",Machoke,-,Tarea: Entrega 1,Módulo de curso visto,The user with id 67 viewed the assign activity with course module id 37038.,201231167188
"27/03/23, 23:33:42",Exeggutor,-,BigBlueButton: Consultas por VC,Módulo de curso visto,The user with id 103 viewed the bigbluebuttonbn activity with course module id 37048.,181.1.214.201
"27/03/23, 23:33:21",Exeggutor,-,Página: Material de las clases,Módulo de curso visto,The user with id 103 viewed the page activity with course module id 37545.,181.1.214.201
"27/03/23, 23:33:12",Exeggutor,-,Cuestionario: Repaso clase 2 - Turno mañana,Módulo de curso visto,The user with id 103 viewed the quiz activity with course module id 37316.,181.1.214.201
"27/03/23, 23:31:15",Exeggutor,Exeggutor,Cuestionario: Repaso clase 2 - Turno mañana,Intento del cuestionario revisado,The user with id 103 has had their attempt with id 77792 reviewed by the user with id 103 for the quiz with course module id 37316.,181.1.214.201
"27/03/23, 23:31:07",Spearow,-,Página: Material de las clases,Módulo de curso visto,The user with id 21 viewed the page activity with course module id 37545.,190188219178
"27/03/23, 23:31:03",Spearow,-,Encuesta: Encuesta clase 1: sobre el SL,Módulo de curso visto,The user with id 21 viewed the feedback activity with course module id 37310.,190188219178
"27/03/23, 23:30:59",Spearow,-,Cuestionario: Repaso clase 2 - Turno mañana,Módulo de curso visto,The user with id 21 viewed the quiz activity with course module id 37316.,190188219178
"27/03/23, 23:30:58",Exeggutor,-,Cuestionario: Repaso clase 2 - Turno mañana,Módulo de curso visto,The user with id 103 viewed the quiz activity with course module id 37316.,181.1.214.201
"27/03/23, 23:30:53",Spearow,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 21 viewed the course with id 1159.,190188219178
"27/03/23, 23:30:46",Beedrill,-,Página: Material de las clases,Módulo de curso visto,The user with id 15 viewed the page activity with course module id 37545.,190191164229
"27/03/23, 23:30:41",Exeggutor,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 103 viewed the course with id 1159.,181.1.214.201
"27/03/23, 23:30:25",Machoke,-,Tarea: Entrega 1,Se ha visualizado el estado de la entrega.,The user with id 67 has viewed the submission status page for the assignment with course module id 37038.,201231167188
"27/03/23, 23:30:24",Machoke,-,Tarea: Entrega 1,Módulo de curso visto,The user with id 67 viewed the assign activity with course module id 37038.,201231167188
"27/03/23, 23:30:14",Machoke,-,Cuestionario: Repaso clase 2 - Turno tarde,Módulo de curso visto,The user with id 67 viewed the quiz activity with course module id 37314.,201231167188
"27/03/23, 23:29:54",Machoke,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 67 viewed the course with id 1159.,201231167188
"27/03/23, 23:09:47",Seadra,-,Página: Material de las clases,Módulo de curso visto,The user with id 117 viewed the page activity with course module id 37545.,181171227162
"27/03/23, 23:09:37",Seadra,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 117 viewed the course with id 1159.,181171227162
"27/03/23, 23:07:31",Seadra,-,Página: Material de las clases,Módulo de curso visto,The user with id 117 viewed the page activity with course module id 37545.,181171227162
"27/03/23, 23:04:46",Seadra,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 117 viewed the course with id 1159.,181171227162
"27/03/23, 22:52:04",Fearow,-,Página: Material de las clases,Módulo de curso visto,The user with id 22 viewed the page activity with course module id 37545.,190.188.72.6
"27/03/23, 22:42:16",Weezing,-,Página: Material de las clases,Módulo de curso visto,The user with id 110 viewed the page activity with course module id 37545.,181.166.233.70
"27/03/23, 22:42:04",Weezing,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 110 viewed the course with id 1159.,181.166.233.70
"27/03/23, 22:41:56",Hypno,Koffing,Tarea: Entrega 1,Se ha calificado el envío.,The user with id 97 has graded the submission 59727 for the user with id 109 for the assignment with course module id 37038.,190.19.24.34
"27/03/23, 22:41:48",Hypno,Koffing,Tarea: Entrega 1,Formulario de calificaciones visto,The user with id 97 viewed the grading form for the user with id 109 for the assignment with course module id 37038.,190.19.24.34
"27/03/23, 22:41:47",Hypno,-,Tarea: Entrega 1,Visualización de las Calificaciones,The user with id 97 viewed the grading table for the assignment with course module id 37038.,190.19.24.34
"27/03/23, 22:41:47",Hypno,-,Tarea: Entrega 1,Módulo de curso visto,The user with id 97 viewed the assign activity with course module id 37038.,190.19.24.34
"27/03/23, 22:41:44",Hypno,-,Tarea: Entrega 1,Visualización de las Calificaciones,The user with id 97 viewed the grading table for the assignment with course module id 37038.,190.19.24.34
"27/03/23, 22:41:44",Hypno,-,Tarea: Entrega 1,Módulo de curso visto,The user with id 97 viewed the assign activity with course module id 37038.,190.19.24.34
"27/03/23, 22:41:44",Weezing,-,Cuestionario: Repaso clase 2 - Turno tarde,Módulo de curso visto,The user with id 110 viewed the quiz activity with course module id 37314.,181.166.233.70
"27/03/23, 22:41:44",Hypno,-,Tarea: Entrega 1,Módulo de curso visto,The user with id 97 viewed the assign activity with course module id 37038.,190.19.24.34
"27/03/23, 22:41:38",Hypno,-,Tarea: Entrega 1,Visualización de las Calificaciones,The user with id 97 viewed the grading table for the assignment with course module id 37038.,190.19.24.34
"27/03/23, 22:41:37",Hypno,-,Tarea: Entrega 1,Módulo de curso visto,The user with id 97 viewed the assign activity with course module id 37038.,190.19.24.34
"27/03/23, 22:41:32",Weezing,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 110 viewed the course with id 1159.,181.166.233.70
"27/03/23, 22:41:20",Hypno,-,Tarea: Entrega 1,Visualización de las Calificaciones,The user with id 97 viewed the grading table for the assignment with course module id 37038.,190.19.24.34
"27/03/23, 22:41:19",Hypno,-,Tarea: Entrega 1,Módulo de curso visto,The user with id 97 viewed the assign activity with course module id 37038.,190.19.24.34
"27/03/23, 22:41:19",Hypno,-,Tarea: Entrega 1,Módulo de curso visto,The user with id 97 viewed the assign activity with course module id 37038.,190.19.24.34
"27/03/23, 22:40:41",Hypno,-,Tarea: Entrega 1,Visualización de las Calificaciones,The user with id 97 viewed the grading table for the assignment with course module id 37038.,190.19.24.34
"27/03/23, 22:40:40",Hypno,-,Tarea: Entrega 1,Módulo de curso visto,The user with id 97 viewed the assign activity with course module id 37038.,190.19.24.34
"27/03/23, 22:40:40",Hypno,-,Tarea: Entrega 1,Módulo de curso visto,The user with id 97 viewed the assign activity with course module id 37038.,190.19.24.34
"27/03/23, 22:40:13",Hypno,Koffing,Tarea: Entrega 1,Formulario de calificaciones visto,The user with id 97 viewed the grading form for the user with id 109 for the assignment with course module id 37038.,190.19.24.34
"27/03/23, 22:40:11",Hypno,-,Tarea: Entrega 1,Visualización de las Calificaciones,The user with id 97 viewed the grading table for the assignment with course module id 37038.,190.19.24.34
"27/03/23, 22:40:11",Hypno,-,Tarea: Entrega 1,Módulo de curso visto,The user with id 97 viewed the assign activity with course module id 37038.,190.19.24.34
"27/03/23, 22:39:57",Hypno,-,Consulta: Elección de turno,Informe de Consulta visto,The user with id 97 has viewed the report for the choice activity with course module id               37576,190.19.24.34
"27/03/23, 22:39:55",Hypno,-,Consulta: Elección de turno,Módulo de curso visto,The user with id 97 viewed the choice activity with course module id 37576.,190.19.24.34
"27/03/23, 22:39:50",Hypno,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 97 viewed the course with id 1159.,190.19.24.34
"27/03/23, 22:39:33",Hypno,-,Tarea: Entrega 1,Visualización de las Calificaciones,The user with id 97 viewed the grading table for the assignment with course module id 37038.,190.19.24.34
"27/03/23, 22:39:32",Hypno,-,Tarea: Entrega 1,Módulo de curso visto,The user with id 97 viewed the assign activity with course module id 37038.,190.19.24.34
"27/03/23, 22:39:31",Hypno,-,Tarea: Entrega 1,Se ha visualizado el estado de la entrega.,The user with id 97 has viewed the submission status page for the assignment with course module id 37038.,190.19.24.34
"27/03/23, 22:39:30",Hypno,-,Tarea: Entrega 1,Módulo de curso visto,The user with id 97 viewed the assign activity with course module id 37038.,190.19.24.34
"27/03/23, 22:39:29",Hypno,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 97 viewed the course with id 1159.,190.19.24.34
"27/03/23, 22:39:16",Hypno,-,Tarea: Entrega 2,Visualización de las Calificaciones,The user with id 97 viewed the grading table for the assignment with course module id 37039.,190.19.24.34
"27/03/23, 22:39:14",Hypno,-,Tarea: Entrega 2,Módulo de curso visto,The user with id 97 viewed the assign activity with course module id 37039.,190.19.24.34
"27/03/23, 22:38:54",Hypno,-,Tarea: Entrega 2,Se ha visualizado el estado de la entrega.,The user with id 97 has viewed the submission status page for the assignment with course module id 37039.,190.19.24.34
"27/03/23, 22:38:54",Hypno,-,Tarea: Entrega 2,Módulo de curso visto,The user with id 97 viewed the assign activity with course module id 37039.,190.19.24.34
"27/03/23, 22:38:26",Hypno,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 97 viewed the course with id 1159.,190.19.24.34
"27/03/23, 22:38:12",Hypno,-,Consulta: Elección de turno,Módulo de curso visto,The user with id 97 viewed the choice activity with course module id 37576.,190.19.24.34
"27/03/23, 22:37:38",Hypno,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 97 viewed the course with id 1159.,190.19.24.34
"27/03/23, 22:29:07",Spearow,-,Página: Material de las clases,Módulo de curso visto,The user with id 21 viewed the page activity with course module id 37545.,190188219178
"27/03/23, 22:29:05",Spearow,-,BigBlueButton: Consultas por VC,Módulo de curso visto,The user with id 21 viewed the bigbluebuttonbn activity with course module id 37048.,190188219178
"27/03/23, 22:29:02",Spearow,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 21 viewed the course with id 1159.,190188219178
"27/03/23, 22:27:51",Charizard,-,Página: Material de las clases,Módulo de curso visto,The user with id 6 viewed the page activity with course module id 37545.,163.10.70.163
"27/03/23, 22:27:31",Charizard,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 6 viewed the course with id 1159.,163.10.70.163
"27/03/23, 22:16:08",Spearow,Spearow,Cuestionario: Repaso clase 2 - Turno mañana,Intento del cuestionario revisado,The user with id 21 has had their attempt with id 77791 reviewed by the user with id 21 for the quiz with course module id 37316.,190188219178
"27/03/23, 22:16:00",Spearow,-,Cuestionario: Repaso clase 2 - Turno mañana,Módulo de curso visto,The user with id 21 viewed the quiz activity with course module id 37316.,190188219178
"27/03/23, 22:15:44",Spearow,-,Página: Material de las clases,Módulo de curso visto,The user with id 21 viewed the page activity with course module id 37545.,190188219178
"27/03/23, 22:15:39",Spearow,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 21 viewed the course with id 1159.,190188219178
"27/03/23, 22:07:04",Omastar,-,Página: Material de las clases,Módulo de curso visto,The user with id 139 viewed the page activity with course module id 37545.,186.23.22.178
"27/03/23, 21:57:05",Omastar,-,Página: Material de las clases,Módulo de curso visto,The user with id 139 viewed the page activity with course module id 37545.,186.23.22.178
"27/03/23, 21:57:03",Omastar,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 139 viewed the course with id 1159.,186.23.22.178
"27/03/23, 21:56:39",Omastar,-,Página: Material de las clases,Módulo de curso visto,The user with id 139 viewed the page activity with course module id 37545.,186.23.22.178
"27/03/23, 21:55:40",Rhyhorn,-,Página: Material de las clases,Módulo de curso visto,The user with id 111 viewed the page activity with course module id 37545.,181.170.80.158
"27/03/23, 21:55:28",Rhyhorn,-,Archivo: Cronograma  tentativo 2023,Módulo de curso visto,The user with id 111 viewed the resource activity with course module id 37466.,181.170.80.158
"27/03/23, 21:53:36",Rhyhorn,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 111 viewed the course with id 1159.,181.170.80.158
"27/03/23, 21:44:34",Mr. Mime,-,Página: Material de las clases,Módulo de curso visto,The user with id 122 viewed the page activity with course module id 37545.,190.189.48.47
"27/03/23, 21:44:28",Mr. Mime,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 122 viewed the course with id 1159.,190.189.48.47
"27/03/23, 21:40:05",Raticate,-,Página: Material de las clases,Módulo de curso visto,The user with id 20 viewed the page activity with course module id 37545.,181.168.66.70
"27/03/23, 21:39:44",Primeape,-,Página: Material de las clases,Módulo de curso visto,The user with id 57 viewed the page activity with course module id 37545.,190191164171
"27/03/23, 21:27:52",Primeape,Primeape,Cuestionario: Repaso clase 2 - Turno mañana,Intento del cuestionario revisado,The user with id 57 has had their attempt with id 77755 reviewed by the user with id 57 for the quiz with course module id 37316.,190191164171
"27/03/23, 21:27:50",Primeape,-,Cuestionario: Repaso clase 2 - Turno mañana,Módulo de curso visto,The user with id 57 viewed the quiz activity with course module id 37316.,190191164171
"27/03/23, 21:27:46",Primeape,-,Cuestionario: Repaso clase 2 - Turno tarde,Módulo de curso visto,The user with id 57 viewed the quiz activity with course module id 37314.,190191164171
"27/03/23, 21:27:39",Primeape,-,Cuestionario: Repaso clase 2 - Turno mañana,Módulo de curso visto,The user with id 57 viewed the quiz activity with course module id 37316.,190191164171
"27/03/23, 21:27:31",Primeape,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 57 viewed the course with id 1159.,190191164171
"27/03/23, 21:26:45",Geodude,-,Tarea: Entrega 1,Se ha visualizado el estado de la entrega.,The user with id 74 has viewed the submission status page for the assignment with course module id 37038.,201.220.20.189
"27/03/23, 21:26:45",Geodude,-,Tarea: Entrega 1,Módulo de curso visto,The user with id 74 viewed the assign activity with course module id 37038.,201.220.20.189
"27/03/23, 21:26:41",Geodude,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 74 viewed the course with id 1159.,201.220.20.189
"27/03/23, 21:09:29",Jolteon,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 135 viewed the course with id 1159.,186.22.19.24
"27/03/23, 21:08:55",Jolteon,-,Archivo: Cronograma  tentativo 2023,Módulo de curso visto,The user with id 135 viewed the resource activity with course module id 37466.,186.22.19.24
"27/03/23, 21:08:44",Jolteon,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 135 viewed the course with id 1159.,186.22.19.24
"27/03/23, 21:08:39",Jolteon,-,Foro: Consultas,Módulo de curso visto,The user with id 135 viewed the forum activity with course module id 36884.,186.22.19.24
"27/03/23, 21:08:33",Jolteon,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 135 viewed the course with id 1159.,186.22.19.24
"27/03/23, 21:08:31",Rattata,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 19 viewed the course with id 1159.,190188221150
"27/03/23, 21:08:30",Jolteon,-,Foro: Avisos,Módulo de curso visto,The user with id 135 viewed the forum activity with course module id 36881.,186.22.19.24
"27/03/23, 21:06:37",Omastar,-,Página: Material de las clases,Módulo de curso visto,The user with id 139 viewed the page activity with course module id 37545.,186.23.22.178
"27/03/23, 21:06:33",Omastar,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 139 viewed the course with id 1159.,186.23.22.178
"27/03/23, 21:05:22",Jolteon,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 135 viewed the course with id 1159.,186.22.19.24
"27/03/23, 21:05:20",Jolteon,-,Archivo: Presentación de la materia,Módulo de curso visto,The user with id 135 viewed the resource activity with course module id 37467.,186.22.19.24
"27/03/23, 21:04:53",Jolteon,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 135 viewed the course with id 1159.,186.22.19.24
"27/03/23, 21:03:42",Fearow,Fearow,Cuestionario: Repaso clase 2 - Turno mañana,Intento del cuestionario revisado,The user with id 22 has had their attempt with id 77768 reviewed by the user with id 22 for the quiz with course module id 37316.,190.188.72.6
"27/03/23, 21:03:39",Fearow,-,Cuestionario: Repaso clase 2 - Turno mañana,Módulo de curso visto,The user with id 22 viewed the quiz activity with course module id 37316.,190.188.72.6
"27/03/23, 20:55:08",Hypno,-,Tarea: Entrega 1,Visualización de las Calificaciones,The user with id 97 viewed the grading table for the assignment with course module id 37038.,190.19.24.34
"27/03/23, 20:55:06",Hypno,-,Tarea: Entrega 1,Módulo de curso visto,The user with id 97 viewed the assign activity with course module id 37038.,190.19.24.34
"27/03/23, 20:55:06",Hypno,-,Tarea: Entrega 1,Módulo de curso visto,The user with id 97 viewed the assign activity with course module id 37038.,190.19.24.34
"27/03/23, 20:53:39",Dugtrio,-,Página: Material de las clases,Módulo de curso visto,The user with id 51 viewed the page activity with course module id 37545.,181.23.105.117
"27/03/23, 20:53:33",Geodude,-,Página: Material de las clases,Módulo de curso visto,The user with id 74 viewed the page activity with course module id 37545.,201.220.20.189
"27/03/23, 20:53:26",Geodude,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 74 viewed the course with id 1159.,201.220.20.189
"27/03/23, 20:53:21",Geodude,-,Tarea: Entrega 1,Se ha visualizado el estado de la entrega.,The user with id 74 has viewed the submission status page for the assignment with course module id 37038.,201.220.20.189
"27/03/23, 20:53:21",Geodude,-,Tarea: Entrega 1,Módulo de curso visto,The user with id 74 viewed the assign activity with course module id 37038.,201.220.20.189
"27/03/23, 20:53:14",Geodude,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 74 viewed the course with id 1159.,201.220.20.189
"27/03/23, 20:52:31",Hypno,-,Tarea: Entrega 1,Visualización de las Calificaciones,The user with id 97 viewed the grading table for the assignment with course module id 37038.,190.19.24.34
"27/03/23, 20:52:31",Hypno,-,Tarea: Entrega 1,Módulo de curso visto,The user with id 97 viewed the assign activity with course module id 37038.,190.19.24.34
"27/03/23, 20:52:31",Hypno,-,Tarea: Entrega 1,Módulo de curso visto,The user with id 97 viewed the assign activity with course module id 37038.,190.19.24.34
"27/03/23, 20:52:24",Hypno,-,Tarea: Entrega 1,Visualización de las Calificaciones,The user with id 97 viewed the grading table for the assignment with course module id 37038.,190.19.24.34
"27/03/23, 20:52:23",Hypno,-,Tarea: Entrega 1,Módulo de curso visto,The user with id 97 viewed the assign activity with course module id 37038.,190.19.24.34
"27/03/23, 20:52:23",Hypno,-,Tarea: Entrega 1,Módulo de curso visto,The user with id 97 viewed the assign activity with course module id 37038.,190.19.24.34
"27/03/23, 20:52:04",Hypno,-,Tarea: Entrega 1,Visualización de las Calificaciones,The user with id 97 viewed the grading table for the assignment with course module id 37038.,190.19.24.34
"27/03/23, 20:52:04",Hypno,-,Tarea: Entrega 1,Módulo de curso visto,The user with id 97 viewed the assign activity with course module id 37038.,190.19.24.34
"27/03/23, 20:52:01",Hypno,-,Tarea: Entrega 1,Se ha visualizado el estado de la entrega.,The user with id 97 has viewed the submission status page for the assignment with course module id 37038.,190.19.24.34
"27/03/23, 20:52:01",Hypno,-,Tarea: Entrega 1,Módulo de curso visto,The user with id 97 viewed the assign activity with course module id 37038.,190.19.24.34
"27/03/23, 20:51:57",Hypno,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 97 viewed the course with id 1159.,190.19.24.34
"27/03/23, 20:47:23",Jolteon,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 135 viewed the course with id 1159.,186.22.19.24
"27/03/23, 20:46:51",Clefairy,-,Tarea: Entrega 1,Visualización de las Calificaciones,The user with id 35 viewed the grading table for the assignment with course module id 37038.,190.247.86.94
"27/03/23, 20:46:51",Clefairy,-,Tarea: Entrega 1,Módulo de curso visto,The user with id 35 viewed the assign activity with course module id 37038.,190.247.86.94
"27/03/23, 20:46:41",Clefairy,-,Tarea: Entrega 1,Visualización de las Calificaciones,The user with id 35 viewed the grading table for the assignment with course module id 37038.,190.247.86.94
"27/03/23, 20:46:41",Clefairy,-,Tarea: Entrega 1,Módulo de curso visto,The user with id 35 viewed the assign activity with course module id 37038.,190.247.86.94
"27/03/23, 20:46:29",Clefairy,-,Tarea: Entrega 1,Visualización de las Calificaciones,The user with id 35 viewed the grading table for the assignment with course module id 37038.,190.247.86.94
"27/03/23, 20:46:29",Clefairy,-,Tarea: Entrega 1,Módulo de curso visto,The user with id 35 viewed the assign activity with course module id 37038.,190.247.86.94
"27/03/23, 20:46:16",Clefairy,Shellder,Tarea: Entrega 1,Formulario de calificaciones visto,The user with id 35 viewed the grading form for the user with id 90 for the assignment with course module id 37038.,190.247.86.94
"27/03/23, 20:46:15",Clefairy,Pidgeot,Tarea: Entrega 1,Se ha calificado el envío.,The user with id 35 has graded the submission 59747 for the user with id 18 for the assignment with course module id 37038.,190.247.86.94
"27/03/23, 20:46:15",Clefairy,Pidgeot,Tarea: Entrega 1,El estado del flujo de trabajo ha sido actualizado.,The user with id 35 has set the workflow state of the user with id 18 to the state readyforrelease for the assignment with course module id 37038.,190.247.86.94
"27/03/23, 20:45:53",Jolteon,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 135 viewed the course with id 1159.,186.22.19.24
"27/03/23, 20:45:46",Jolteon,-,Cuestionario: Repaso clase 2 - Turno tarde,Módulo de curso visto,The user with id 135 viewed the quiz activity with course module id 37314.,186.22.19.24
"27/03/23, 20:44:28",Hypno,-,Tarea: Entrega 1,Visualización de las Calificaciones,The user with id 97 viewed the grading table for the assignment with course module id 37038.,190.19.24.34
"27/03/23, 20:44:28",Hypno,-,Tarea: Entrega 1,Módulo de curso visto,The user with id 97 viewed the assign activity with course module id 37038.,190.19.24.34
"27/03/23, 20:44:23",Jolteon,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 135 viewed the course with id 1159.,186.22.19.24
"27/03/23, 20:44:14",Jolteon,-,Cuestionario: Repaso clase 2 - Turno mañana,Módulo de curso visto,The user with id 135 viewed the quiz activity with course module id 37316.,186.22.19.24
"27/03/23, 20:44:07",Clefairy,Pidgeot,Tarea: Entrega 1,Formulario de calificaciones visto,The user with id 35 viewed the grading form for the user with id 18 for the assignment with course module id 37038.,190.247.86.94
"27/03/23, 20:44:06",Clefairy,Wigglytuff,Tarea: Entrega 1,Se ha calificado el envío.,The user with id 35 has graded the submission 59763 for the user with id 40 for the assignment with course module id 37038.,190.247.86.94
"27/03/23, 20:44:06",Clefairy,Wigglytuff,Tarea: Entrega 1,El estado del flujo de trabajo ha sido actualizado.,The user with id 35 has set the workflow state of the user with id 40 to the state readyforrelease for the assignment with course module id 37038.,190.247.86.94
"27/03/23, 20:44:06",Hypno,Diglett,Tarea: Entrega 1,Se ha calificado el envío.,The user with id 97 has graded the submission 59690 for the user with id 50 for the assignment with course module id 37038.,190.19.24.34
"27/03/23, 20:43:19",Hypno,Diglett,Tarea: Entrega 1,Formulario de calificaciones visto,The user with id 97 viewed the grading form for the user with id 50 for the assignment with course module id 37038.,190.19.24.34
"27/03/23, 20:43:18",Hypno,-,Tarea: Entrega 1,Visualización de las Calificaciones,The user with id 97 viewed the grading table for the assignment with course module id 37038.,190.19.24.34
"27/03/23, 20:43:18",Hypno,-,Tarea: Entrega 1,Módulo de curso visto,The user with id 97 viewed the assign activity with course module id 37038.,190.19.24.34
"27/03/23, 20:43:13",Hypno,-,Tarea: Entrega 1,Visualización de las Calificaciones,The user with id 97 viewed the grading table for the assignment with course module id 37038.,190.19.24.34
"27/03/23, 20:43:12",Hypno,-,Tarea: Entrega 1,Módulo de curso visto,The user with id 97 viewed the assign activity with course module id 37038.,190.19.24.34
"27/03/23, 20:43:10",Dragonair,-,Página: Material de las clases,Módulo de curso visto,The user with id 127 viewed the page activity with course module id 37545.,181.166.207.2
"27/03/23, 20:43:09",Hypno,Slowbro,Tarea: Entrega 1,Se ha calificado el envío.,The user with id 97 has graded the submission 59710 for the user with id 80 for the assignment with course module id 37038.,190.19.24.34
"27/03/23, 20:43:05",Dragonair,-,BigBlueButton: Sala de VC de explicaciones de práctica,Módulo de curso visto,The user with id 127 viewed the bigbluebuttonbn activity with course module id 36883.,181.166.207.2
"27/03/23, 20:43:05",Hypno,Wartortle,Tarea: Entrega 1,Se ha calificado el envío.,The user with id 97 has graded the submission 59700 for the user with id 8 for the assignment with course module id 37038.,190.19.24.34
"27/03/23, 20:42:57",Hypno,Wartortle,Tarea: Entrega 1,Formulario de calificaciones visto,The user with id 97 viewed the grading form for the user with id 8 for the assignment with course module id 37038.,190.19.24.34
"27/03/23, 20:42:54",Dragonair,-,Curso: Seminario de  Lenguajes - Opción Python (2023),Curso visto,The user with id 127 viewed the course with id 1159.,181.166.207.2
